source_utility,document_type,cliente_nombre,no_servicio,cuenta,rmu,rpu,limite_pago,corte_a_partir,periodo_inicio,periodo_fin,tarifa,medidor,multiplicador,no_hilos,lectura_actual_kwh,lectura_anterior_kwh,kwh_total,importe_total,cargo_fijo,subtotal_energia,subtotal,iva,fac_del_periodo,total_linea,tiene_consumo_historico,historico_count,file_path,file_name,mall_folder,recibos_subgroup,recibos_year_folder,recibos_year,parse_status,parse_error,text_len,pdfplumber_text_len,used_ocr,text_source,text_source_reason,extracted_pages,parsed_at
CFE,cfe_bill,GRUPO DAISA SA DE CV,494170100932,19DX13A011015850,48333170106,,2025-12-02,2025-12-03,2025-09-12,2025-11-13,PDBT,482RTB,1,3,71252,68393,2859,15793,74.48,13539.66,13614.14,2178.26,15792.40,15793.11,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Bizarro/494170100932.pdf,494170100932.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Bizarro,,,ok,,3605,3605,False,pdfplumber,ok,2,2026-03-03T20:17:40
CFE,cfe_bill,GRUPO DAISA SA DE CV,494170100932,19DX13A011015850,48333170106,,2026-02-02,2026-02-03,2025-11-13,2026-01-15,PDBT,482RTB,1,3,73976,71252,2724,14273,74.48,12230.21,12304.69,1968.75,14273.44,14273.55,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Bizarro/BIZARRO.pdf,BIZARRO.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Bizarro,,,ok,,3537,3537,False,pdfplumber,ok,2,2026-03-03T20:17:41
CFE,cfe_bill,C&A MEXICO S DE RL,494251001955,82DX13A010013006,48300251024,,2025-12-13,2025-12-14,2025-10-31,2025-11-30,GDMTH,GGH134MULTIPLICADOR,160,3,,,13661,,372.38,149670.12,149217.27,23874.76,,,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - C&A/494251001955 (1).pdf,494251001955 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - C&A,,,ok,,3454,3454,False,pdfplumber,ok,2,2026-03-03T20:17:41
CFE,cfe_bill,C&A MEXICO S DE RL,494251001955,82DX13A010013006,48300251024,,2025-11-03,2025-11-04,2025-07-18,2025-10-24,GDMTH,GGH134MULTIPLICADOR,160,3,,,30336,,1189.24,332143.77,331499.67,53039.94,384539.61,,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - C&A/494251001955 (2).pdf,494251001955 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - C&A,,,ok,,3379,3379,False,pdfplumber,ok,2,2026-03-03T20:17:41
CFE,cfe_bill,C&A MEXICO S DE RL,494251001955,82DX13A010013006,48300251020,,2025-11-13,2025-11-14,2025-10-24,2025-10-31,GDMTH,GGH134MULTIPLICADOR,160,3,,,2679,,84.09,33035.72,32937.65,5270.02,,,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - C&A/494251001955 (3).pdf,494251001955 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - C&A,,,ok,,3025,3025,False,pdfplumber,ok,2,2026-03-03T20:17:42
CFE,cfe_bill,C&A MEXICO S DE RL,494251001955,82DX13A010013006,48300251024,,2026-01-13,2026-01-14,2025-11-30,2025-12-31,GDMTH,GGH134MULTIPLICADOR,160,3,,,11786,,372.38,135397.64,135023.28,21603.72,,,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - C&A/494251001955.pdf,494251001955.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - C&A,,,ok,,3328,3328,False,pdfplumber,ok,2,2026-03-03T20:17:42
CFE,cfe_bill,C&A MEXICO S DE RL,494251001955,82DX13A010013006,48300251024,,2026-02-13,2026-02-14,2025-12-31,2026-01-31,GDMTH,GGH134MULTIPLICADOR,160,3,,,10464,,330.66,107899.08,107634.47,,,,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - C&A/C&A.pdf,C&A.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - C&A,,,ok,,4075,10485,True,ocr,cid_garbage(1043),2,2026-03-03T20:17:46
CFE,cfe_bill,CARTERS BRANDS SA DE CV,494250700639,19DX13A011015560,48333250709,,2025-10-01,2025-10-02,2025-07-15,2025-09-12,PDBT,CHN858,1,3,5852,128,5724,31697,74.48,27250.25,27324.73,4371.96,31696.69,31697.67,True,1,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Carters/494250700639 (1).pdf,494250700639 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Carters,,,ok,,4690,4690,False,pdfplumber,ok,2,2026-03-03T20:17:46
CFE,cfe_bill,CARTERS BRANDS SA DE CV,494250700639,19DX13A011015515,48333250709,,2025-07-31,2025-08-01,2025-07-11,2025-07-15,PDBT,CHN858,1,3,128,0,128,4517,4.80,608.98,613.78,98.20,711.98,4517.98,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Carters/494250700639 (2).pdf,494250700639 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Carters,,,ok,,4482,4482,False,pdfplumber,ok,2,2026-03-03T20:17:47
CFE,cfe_bill,CARTERS BRANDS SA DE CV,494250700639,19DX13A011015560,48333250709,,2025-12-02,2025-12-03,2025-09-12,2025-11-13,PDBT,CHN858,1,3,12021,5852,6169,33976,74.48,29215.15,29289.63,4686.34,33975.97,33976.64,True,2,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Carters/494250700639.pdf,494250700639.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Carters,,,ok,,4759,4759,False,pdfplumber,ok,2,2026-03-03T20:17:48
CFE,cfe_bill,CARTERS BRANDS SA DE CV,494250700639,19DX13A011015560,48333250709,,2026-02-02,2026-02-03,2025-11-13,2026-01-15,PDBT,CHN858,1,3,18172,12021,6151,32122,74.48,27616.77,27691.25,4430.60,32121.85,32122.49,True,3,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Carters/CARTERS.pdf,CARTERS.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Carters,,,ok,,4724,4724,False,pdfplumber,ok,2,2026-03-03T20:17:48
CFE,cfe_bill,COMERCIO EXCELENTE NORTE SUR,494220901818,19DX13A011015500,48333220918,,2025-10-01,2025-10-02,2025-07-15,2025-09-12,PDBT,PY314M,1,3,28784,27118,1666,9287,74.48,7931.33,8005.81,1280.93,9286.74,9287.22,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Crocs/494220901818 (1).pdf,494220901818 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Crocs,,,ok,,5211,5211,False,pdfplumber,ok,2,2026-03-03T20:17:49
CFE,cfe_bill,COMERCIO EXCELENTE NORTE SUR,494220901818,19DX13A011015490,48333220918,,2025-07-31,2025-08-01,2025-05-15,2025-07-15,PDBT,PY314M,1,3,27118,25047,2071,11403,74.48,9755.85,9830.33,1572.85,11403.18,11403.48,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Crocs/494220901818 (2).pdf,494220901818 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Crocs,,,ok,,5116,5116,False,pdfplumber,ok,2,2026-03-03T20:17:49
CFE,cfe_bill,COMERCIO EXCELENTE NORTE SUR,494220901818,19DX13A011015490,48333220918,,2025-06-02,2025-06-03,2025-03-14,2025-05-15,PDBT,PY314M,1,3,25047,22933,2114,11459,74.48,9804.09,9878.57,1580.57,11459.14,11459.30,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Crocs/494220901818 (3).pdf,494220901818 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Crocs,,,ok,,5164,5164,False,pdfplumber,ok,2,2026-03-03T20:17:50
CFE,cfe_bill,COMERCIO EXCELENTE NORTE SUR,494220901818,19DX13A011015490,48333220918,,2025-04-02,2025-04-03,2025-01-15,2025-03-14,PDBT,PY314M,1,3,22933,21425,1508,8198,74.48,6992.14,7066.62,1130.66,8197.28,8198.16,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Crocs/494220901818 (4).pdf,494220901818 (4).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Crocs,,,ok,,5204,5204,False,pdfplumber,ok,2,2026-03-03T20:17:51
CFE,cfe_bill,COMERCIO EXCELENTE NORTE SUR,494220901818,19DX13A011015500,48333220918,,2025-12-02,2025-12-03,2025-09-12,2025-11-13,PDBT,PY314M,1,3,30562,28784,1778,9854,74.48,8420.25,8494.73,1359.16,9853.89,9854.11,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Crocs/494220901818.pdf,494220901818.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Crocs,,,ok,,5225,5225,False,pdfplumber,ok,2,2026-03-03T20:17:51
CFE,cfe_bill,COMERCIO EXCELENTE NORTE SUR,494220901818,19DX13A011015500,48333220918,,2026-02-02,2026-02-03,2025-11-13,2026-01-15,PDBT,PY314M,1,3,32614,30562,2052,10773,74.48,9213.07,9287.55,1486.01,10773.56,10773.67,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Crocs/CROCS.pdf,CROCS.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Crocs,,,ok,,5211,5211,False,pdfplumber,ok,2,2026-03-03T20:17:52
CFE,cfe_bill,REYES IBARRA ADRIAN MANUEL,494200202131,19DX13A011015690,48333200214,,2025-10-01,2025-10-02,2025-07-15,2025-09-12,PDBT,GB010C,1,3,71035,65409,5626,31089,74.48,26726.57,26801.05,4288.17,31089.22,31089.92,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Hat Club/494200202131 (1).pdf,494200202131 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Hat Club,,,ok,,3600,3600,False,pdfplumber,ok,2,2026-03-03T20:17:53
CFE,cfe_bill,REYES IBARRA ADRIAN MANUEL,494200202131,19DX13A011015660,48333200214,,2025-07-31,2025-08-01,2025-05-15,2025-07-15,PDBT,GB010C,1,3,65409,60016,5393,29523,74.48,25376.55,25451.03,4072.16,29523.19,29523.70,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Hat Club/494200202131 (2).pdf,494200202131 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Hat Club,,,ok,,3535,3535,False,pdfplumber,ok,2,2026-03-03T20:17:53
CFE,cfe_bill,REYES IBARRA ADRIAN MANUEL,494200202131,19DX13A011015660,48333200214,,2025-06-02,2025-06-03,2025-03-14,2025-05-15,PDBT,GB010C,1,3,60016,55450,4566,24564,74.48,21101.55,21176.03,3388.16,24564.19,24564.51,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Hat Club/494200202131 (3).pdf,494200202131 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Hat Club,,,ok,,3574,3574,False,pdfplumber,ok,2,2026-03-03T20:17:54
CFE,cfe_bill,REYES IBARRA ADRIAN MANUEL,494200202131,19DX13A011015660,48333200214,,2025-04-02,2025-04-03,2025-01-15,2025-03-14,PDBT,GB010C,1,3,55450,52109,3341,17992,74.48,15435.59,15510.07,2481.61,17991.68,17992.32,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Hat Club/494200202131 (4).pdf,494200202131 (4).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Hat Club,,,ok,,3625,3625,False,pdfplumber,ok,2,2026-03-03T20:17:54
CFE,cfe_bill,REYES IBARRA ADRIAN MANUEL,494200202131,19DX13A011015690,48333200214,,2025-12-02,2025-12-03,2025-09-12,2025-11-13,PDBT,GB010C,1,3,77066,71035,6031,33141,74.48,28495.32,28569.80,4571.17,33140.97,33141.89,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Hat Club/494200202131.pdf,494200202131.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Hat Club,,,ok,,3622,3622,False,pdfplumber,ok,2,2026-03-03T20:17:55
CFE,cfe_bill,,494200202131,19DX13A011015690,48333200214,,2026-02-02,2026-02-03,2025-11-13,2026-01-15,PDBT,GB010C,1,3,1431,1426,6,,74.48,25003.70,25078.18,4012.51,29090.69,29091.58,True,1,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Hat Club/HAT CLUB.pdf,HAT CLUB.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Hat Club,,,ok,,4151,10538,True,ocr,cid_garbage(1055),2,2026-03-03T20:17:59
CFE,cfe_bill,EPIC ADVENTURE SPORTS SA DE CV,494170101220,19DX13A011015870,48333170109,,2025-10-01,2025-10-02,2025-07-15,2025-09-12,PDBT,565RTB,1,3,27291,24411,2880,15991,74.48,13710.82,13785.30,2205.65,15990.95,15991.59,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Hurley Vans/494170101220 (1).pdf,494170101220 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Hurley Vans,,,ok,,3703,3703,False,pdfplumber,ok,2,2026-03-03T20:18:00
CFE,cfe_bill,EPIC ADVENTURE SPORTS SA DE CV,494170101220,19DX13A011015830,48333170109,,2025-07-31,2025-08-01,2025-05-15,2025-07-15,PDBT,565RTB,1,3,24411,21428,2983,16387,74.48,14052.00,14126.48,2260.24,16386.72,16387.64,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Hurley Vans/494170101220 (2).pdf,494170101220 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Hurley Vans,,,ok,,3679,3679,False,pdfplumber,ok,2,2026-03-03T20:18:01
CFE,cfe_bill,EPIC ADVENTURE SPORTS SA DE CV,494170101220,19DX13A011015830,48333170109,,2025-06-02,2025-06-03,2025-03-14,2025-05-15,PDBT,565RTB,1,3,21428,18596,2832,15321,74.48,13133.97,13208.45,2113.35,15321.80,15321.92,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Hurley Vans/494170101220 (3).pdf,494170101220 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Hurley Vans,,,ok,,3685,3685,False,pdfplumber,ok,2,2026-03-03T20:18:01
CFE,cfe_bill,EPIC ADVENTURE SPORTS SA DE CV,494170101220,19DX13A011015830,48333170109,,2025-04-02,2025-04-03,2025-01-15,2025-03-14,PDBT,565RTB,1,3,18596,15999,2597,14055,74.48,12041.51,12115.99,1938.56,14054.55,14055.12,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Hurley Vans/494170101220 (4).pdf,494170101220 (4).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Hurley Vans,,,ok,,3703,3703,False,pdfplumber,ok,2,2026-03-03T20:18:02
CFE,cfe_bill,EPIC ADVENTURE SPORTS SA DE CV,494170101220,19DX13A011015870,48333170109,,2025-12-02,2025-12-03,2025-09-12,2025-11-13,PDBT,565RTB,1,3,30125,27291,2834,15655,74.48,13421.26,13495.74,2159.32,15655.06,15655.65,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Hurley Vans/494170101220.pdf,494170101220.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Hurley Vans,,,ok,,3721,3721,False,pdfplumber,ok,2,2026-03-03T20:18:02
CFE,cfe_bill,EPIC ADVENTURE SPORTS SA DE CV,494170101220,19DX13A011015870,48333170109,,2026-02-02,2026-02-03,2025-11-13,2026-01-15,PDBT,565RTB,1,3,33172,30125,3047,15956,74.48,13680.42,13754.90,2200.78,15955.68,15956.33,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Hurley Vans/HURLEY VANS.pdf,HURLEY VANS.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Hurley Vans,,,ok,,3711,3711,False,pdfplumber,ok,2,2026-03-03T20:18:03
CFE,cfe_bill,RODRIGUEZ DIAZ ATHZIRI XIUTHZA,494240600211,19DX13A011015960,48333240605,,2025-10-01,2025-10-02,2025-07-15,2025-09-12,PDBT,GER229,1,3,4026,3173,853,4797,74.48,4060.88,4135.36,661.66,4797.02,4797.48,True,7,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Ixoshop/494240600211 (1).pdf,494240600211 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Ixoshop,,,ok,,3351,3351,False,pdfplumber,ok,2,2026-03-03T20:18:04
CFE,cfe_bill,RODRIGUEZ DIAZ ATHZIRI XIUTHZA,494240600211,19DX13A011015920,48333240605,,2025-07-31,2025-08-01,2025-05-15,2025-07-15,PDBT,GER229,1,3,3173,2565,608,3409,74.48,2864.11,2938.59,470.17,3408.76,3409.46,True,6,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Ixoshop/494240600211 (2).pdf,494240600211 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Ixoshop,,,ok,,3193,3193,False,pdfplumber,ok,2,2026-03-03T20:18:04
CFE,cfe_bill,RODRIGUEZ DIAZ ATHZIRI XIUTHZA,494240600211,19DX13A011015920,48333240605,,2025-06-02,2025-06-03,2025-03-14,2025-05-15,PDBT,GER229,1,3,2565,2209,356,2001,74.48,1651.03,1725.51,276.08,2001.59,2001.70,True,5,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Ixoshop/494240600211 (3).pdf,494240600211 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Ixoshop,,,ok,,3126,3126,False,pdfplumber,ok,2,2026-03-03T20:18:05
CFE,cfe_bill,RODRIGUEZ DIAZ ATHZIRI XIUTHZA,494240600211,19DX13A011015920,48333240605,,2025-04-02,2025-04-03,2025-01-15,2025-03-14,PDBT,GER229,1,3,2209,1939,270,1539,74.48,1251.91,1326.39,212.22,1538.61,1539.11,True,4,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Ixoshop/494240600211 (4).pdf,494240600211 (4).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Ixoshop,,,ok,,3189,3189,False,pdfplumber,ok,2,2026-03-03T20:18:05
CFE,cfe_bill,RODRIGUEZ DIAZ ATHZIRI XIUTHZA,494240600211,19DX13A011015960,48333240605,,2025-12-02,2025-12-03,2025-09-12,2025-11-13,PDBT,GER229,1,3,4842,4026,816,4569,74.48,3864.40,3938.88,630.22,4569.10,4569.58,True,8,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Ixoshop/494240600211.pdf,494240600211.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Ixoshop,,,ok,,3404,3404,False,pdfplumber,ok,2,2026-03-03T20:18:06
CFE,cfe_bill,,494240600211,19DX13A011015960,48333240605,,2026-02-02,2026-02-03,2025-11-13,2026-01-15,PDBT,GER229,1,3,,,,,74.48,1302.04,1376.52,220.24,1596.76,1597.34,True,1,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Ixoshop/IXOSHOPS.pdf,IXOSHOPS.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Ixoshop,,,ok,,3980,10020,True,ocr,cid_garbage(998),2,2026-03-03T20:18:10
CFE,cfe_bill,WATANABE VILLASENOR ESTEBAN,494170101246,19DX13A011015520,48333170109,,2025-10-01,2025-10-02,2025-07-15,2025-09-12,PDBT,GB918C,1,3,30527,29299,1228,5763,74.48,4894.00,4968.48,794.96,5763.44,5763.83,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Le Garraf/494170101246 (1).pdf,494170101246 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Le Garraf,,,ok,,3619,3619,False,pdfplumber,ok,2,2026-03-03T20:18:11
CFE,cfe_bill,WATANABE VILLASENOR ESTEBAN,494170101246,19DX13A011015510,48333170109,,2025-07-31,2025-08-01,2025-05-15,2025-07-15,PDBT,GB918C,1,3,29299,28034,1265,6267,74.48,5327.80,5402.28,864.36,6266.64,6267.39,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Le Garraf/494170101246 (2).pdf,494170101246 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Le Garraf,,,ok,,3546,3546,False,pdfplumber,ok,2,2026-03-03T20:18:11
CFE,cfe_bill,WATANABE VILLASENOR ESTEBAN,494170101246,19DX13A011015510,48333170109,,2025-06-02,2025-06-03,2025-03-14,2025-05-15,PDBT,GB918C,1,3,28034,26861,1173,5643,74.48,4790.74,4865.22,778.44,5643.66,5643.75,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Le Garraf/494170101246 (3).pdf,494170101246 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Le Garraf,,,ok,,3576,3576,False,pdfplumber,ok,2,2026-03-03T20:18:12
CFE,cfe_bill,WATANABE VILLASENOR ESTEBAN,494170101246,19DX13A011015510,48333170109,,2025-04-02,2025-04-03,2025-01-15,2025-03-14,PDBT,GB918C,1,3,26861,25602,1259,6713,74.48,5712.42,5786.90,925.90,6712.80,6713.09,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Le Garraf/494170101246 (4).pdf,494170101246 (4).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Le Garraf,,,ok,,3624,3624,False,pdfplumber,ok,2,2026-03-03T20:18:13
CFE,cfe_bill,WATANABE VILLASENOR ESTEBAN,494170101246,19DX13A011015520,48333170109,,2025-12-02,2025-12-03,2025-09-12,2025-11-13,PDBT,GB918C,1,3,32032,30527,1505,8074,74.48,6885.86,6960.34,1113.65,8073.99,8074.82,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Le Garraf/494170101246.pdf,494170101246.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Le Garraf,,,ok,,3608,3608,False,pdfplumber,ok,2,2026-03-03T20:18:13
CFE,cfe_bill,WATANABE VILLASENOR ESTEBAN,494170101246,19DX13A011015520,48333170109,,2026-02-02,2026-02-03,2025-11-13,2026-01-15,PDBT,GB918C,1,3,33612,32032,1580,8316,74.48,7093.89,7168.37,1146.94,8315.31,8316.13,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Le Garraf/LE GARRAF.pdf,LE GARRAF.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Le Garraf,,,ok,,3609,3609,False,pdfplumber,ok,2,2026-03-03T20:18:14
CFE,cfe_bill,KSMV CAPITAL SAPI DE CV,494241200534,19DX13A011015860,48333241206,,2025-10-01,2025-10-02,2025-07-15,2025-09-12,PDBT,RKW651,1,3,19258,13327,5931,32839,74.48,28235.71,28310.19,4529.63,32839.82,32839.86,True,4,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Luuna/494241200534 (1).pdf,494241200534 (1).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Luuna,,,ok,,4869,4869,False,pdfplumber,ok,2,2026-03-03T20:18:14
CFE,cfe_bill,KSMV CAPITAL SAPI DE CV,494241200534,19DX13A011015820,48333241206,,2025-07-31,2025-08-01,2025-05-15,2025-07-15,PDBT,RKW651,1,3,13327,8205,5122,28076,74.48,24128.20,24202.68,3872.43,28075.11,28076.04,True,3,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Luuna/494241200534 (2).pdf,494241200534 (2).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Luuna,,,ok,,4697,4697,False,pdfplumber,ok,2,2026-03-03T20:18:15
CFE,cfe_bill,KSMV CAPITAL SAPI DE CV,494241200534,19DX13A011015820,48333241206,,2025-06-02,2025-06-03,2025-03-14,2025-05-15,PDBT,RKW651,1,3,8205,3945,4260,23004,74.48,19756.60,19831.08,3172.97,23004.05,23004.93,True,2,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Luuna/494241200534 (3).pdf,494241200534 (3).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Luuna,,,ok,,4652,4652,False,pdfplumber,ok,2,2026-03-03T20:18:16
CFE,cfe_bill,KSMV CAPITAL SAPI DE CV,494241200534,19DX13A011015820,48333241206,,2025-04-02,2025-04-03,2025-01-15,2025-03-14,PDBT,RKW651,1,3,3945,674,3271,17679,74.48,15166.64,15241.12,2438.58,17679.70,17679.88,True,1,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Luuna/494241200534 (4).pdf,494241200534 (4).pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Luuna,,,ok,,4698,4698,False,pdfplumber,ok,2,2026-03-03T20:18:16
CFE,cfe_bill,KSMV CAPITAL SAPI DE CV,494241200534,19DX13A011015860,48333241206,,2025-12-02,2025-12-03,2025-09-12,2025-11-13,PDBT,RKW651,1,3,25505,19258,6247,1566,74.48,29584.54,29659.02,4745.44,34404.46,1566.32,True,5,/Users/jjesusricojericomelgoiza/Allux_Fraternity/03. V1_La Isla Vallarta/7. Recibos CFE/La Isla Vallarta - Luuna/494241200534.pdf,494241200534.pdf,03. V1_La Isla Vallarta,La Isla Vallarta - Luuna,,,ok,,4938,4938,False,pdfplumber,ok,2,2026-03-03T20:18:17
